id,genres,production_companies,title,crew
288463,"Crime, Thriller","Fulwell 73, DP Films, Creativity Capital",The Guvnors,Gabe Turner
333675,"Adventure, Comedy, Crime, Thriller","Whitewater Films, Tilted Windmill Productions, Torn Sky Entertainment",Band of Robbers,"Adam Nee, Aaron Nee"
272548,Comedy,"Nexus Factory, Partizan Films, Potemkin Productions",Moonwalkers,Antoine Bardou-Jacquet
361671,Drama,Unframed USA,Ellis,JR
13713,Comedy,"Fidélité Productions, StudioCanal, TF1 Films Production, Bankable",Jean-Philippe,Laurent Tuel
38883,"Crime, Comedy, Action","M6 Films, Same Player, Pathé, Scope Pictures, Weber Investissements",Protect and Serve,Eric Lavaine
321974,"Documentary, Music","Jigsaw Productions, Disarming Films",Janis: Little Girl Blue,Amy Berg
137333,"Drama, Science Fiction, Thriller","Shoreline Entertainment, Accelerated Matter, Emergent Behavior",Uncanny,Matthew Leutwyler
371492,Documentary,France Film,Tomorrow,"Mélanie Laurent, Cyril Dion"
315880,"Romance, Drama","Rai Cinema, Paco Cinematografica, Ministero per i Beni e le Attività Culturali (MiBAC), Business Location Sudtirol Alto Adige, Film Commission Torino-Piemonte, Trentino Film Commission",The Correspondence,Giuseppe Tornatore
340176,"Horror, Thriller","Asmik Ace Entertainment, Shochiku-Fuji Company, Takao, NBCUniversal Entertainment, Sedic Deux",Tag,Sion Sono
361854,Thriller,"Film1, Iris Group, Arctic Pictures Limited",The Dark Side of the Moon,Stephan Rick
23382,"Crime, Horror, Thriller",Hyde Park Films,Dark Country,Thomas Jane
345875,"Thriller, Horror, Mystery","IFC Films, C Plus Pictures, IFC Midnight",The Abandoned,Eytan Rockaway
79516,"Action, Animation","Asmik Ace Entertainment, Digital Frontier, Namco Bandai Games",TEKKEN: Blood Vengeance,Youichi Mouri
16907,"Comedy, Action, Animation, Adventure","Bandai Visual Company (JAPAN), Toho Company, Dentsu Inc., Aniplex, Shueisha, TV Tokyo, Studio Pierrot",Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura
284514,"Action, Comedy","Televisión Española (TVE), Televisió de Catalunya (TV3), Zeta Audiovisual, Telefónica Studios",Spy Time,Javier Ruiz Caldera
351145,Thriller,"Vaca Films, Televisión de Galicia (TVG) S.A., La Ferme! Productions, Atresmedia Cine",Retribution,Dani de la Torre
348678,"Comedy, Drama","Nordisk Film, Sveriges Television (SVT), Tre Vänner Produktion AB, Nordsvensk Filmunderhallning, Film Väst",A Man Called Ove,Hannes Holm
334878,Comedy,Cine Nomine,Blind Date,Clovis Cornillac
56589,Comedy,Productions 2000,The Seventh Company Outdoors,Robert Lamoureux
373451,"Music, Documentary",40 Acres & A Mule Filmworks,Michael Jackson's Journey from Motown to Off the Wall,Spike Lee
326094,Comedy,"Killer Films, Annapurna Pictures",Wiener-Dog,Todd Solondz
276905,"Adventure, Animation, Comedy, Family","Lionsgate, Splash Entertainment, Telegael, Assemblage Entertainment",Norm of the North,Trevor Wall
323675,"Action, Comedy","Universal Pictures, Cube Vision, Will Packer Productions, Reel Chefs Catering",Ride Along 2,Tim Story
312669,"Drama, Comedy, Romance","Round Films, Rachael Horovitz Productions",Maggie's Plan,Rebecca Miller
366924,"Action, Animation, Science Fiction","DC Comics, Warner Bros. Animation",Batman: Bad Blood,Jay Oliva
319888,"Comedy, Drama, History","Studio Babelsberg, Twentieth Century Fox Film Corporation, Marv Films, Saville Productions",Eddie the Eagle,Dexter Fletcher
375290,"Thriller, Action, Drama, History","T-Series, Hari Om Entertainment Co., Cape Of Good Films",Airlift,Raja Menon
331962,"Drama, Crime, Thriller","Emmett/Furla Films, PalmStar Media, Remark Films",Exposed,Gee Malik Linton
301729,"Science Fiction, Thriller, Fantasy",Storm Vision Entertainment,Terminus,Marc Furmie
329805,"Drama, Romance","France 2 Cinéma, StudioCanal, Les Productions du Trésor, Canal+, Ciné+, Région Ile-de-France, France Télévisions, 120 Films, Cofinova 10, Arches Films, Les Films de Batna, La Banque Postale Image 8, Palatine Étoile 12, Cinémage 9",My King,Maïwenn
273899,Drama,"Centropolis Entertainment, Mel's Cite du Cinema",Stonewall,Roland Emmerich
337029,"Horror, Thriller","Eclectic pictures, Summerstorm Entertainment, Bad Badger",Frankenstein,Bernard Rose
345235,"Action, Comedy",Columbia Pictures,Monk Comes Down the Mountain,Chen Kaige
336807,Drama,"Istiqlal Films, Possibles Média",Fatima,Philippe Faucon
220176,"Drama, History","Pan Entertainment, Showbox/Mediaplex, Jupiter Films",The Face Reader,Han Jae-rim
362057,"Drama, Horror, Thriller","Blumhouse Productions, The Safran Company, Temple Hill Entertainment",Martyrs,"Kevin Goetz, Michael Goetz"
300792,"Adventure, Documentary",,Racing Extinction,Louie Psihoyos
40700,"Drama, Comedy, Romance",,I Give My First Love to You,Takehiko Shinjō
323435,"Thriller, Drama, Fantasy","Bow and Arrow Entertainment, Melody Maker Productions & MMP Audio, Son of a gun Productions",One & Two,Andrew Droz Palermo
360030,Documentary,Saville Productions,Lo and Behold: Reveries of the Connected World,Werner Herzog
333658,"TV Movie, Drama","A+E Studios, Jane Startz Productions, Side Street Post",Seeds of Yesterday,Shawn Ku
321258,"Horror, Mystery, Thriller","Lakeshore Entertainment, Vertigo Entertainment, Diamond Films, Showtime Networks, STX Entertainment",The Boy,William Brent Bell
343795,Drama,"Emmett/Furla Films, Giving Films",90 Minutes in Heaven,Michael Polish
339547,Horror,Epic Pictures Group,Jeruzalem,"Yoav Paz, Doron Paz"
346170,"Horror, Thriller",,The Chosen,Ben Jehoshua
279096,"Action, Comedy, Science Fiction","Rooster Teeth Productions, YouTube Red",Lazer Team,Matt Hullum
335778,Action,"Columbia Pictures, Affirm Films, LD Entertainment, Patrick Aiello Productions",Risen,Kevin Reynolds
373472,Documentary,"Whitewater Films, Very Special Projects, WRA Productions",Holy Hell,Will Allen
329004,"Drama, Science Fiction, Thriller","K5 International, British Film Institute (BFI), Northern Ireland Screen, The Fyzz Facility, Fyzz Facility Film One, The, Goldcrest",The Survivalist,Stephen Fingleton
376530,"Family, Documentary, Adventure","Kissaki Films, Stacey Reiss Productions",The Eagle Huntress,Otto Bell
345775,"Adventure, Animation","Det Danske Filminstitut, Angoa-Agicoa, Procirep, MEDIA Programme of the European Union, Canal+, Ciné+, France Télévisions, Société des Auteurs et Compositeurs Dramatiques (SACD), France 3 Cinema, Centre National de la Cinématographie (CNC), Fondation GAN pour le Cinéma, Maybe Movies, Région Aquitaine, 2 minutes, Noerlum Studios, Département de la Charente-Maritime, Palatine Étoile 11, Région Alsace, Eurométropole de Strasbourg, Conseil Général de Lorraine, Région Poitou-Charentes, Département de la Charente, Académie Franco-Russe du Cinéma, West Danish Film Fund, CPH Film Fund, Association Beaumarchais",Long Way North,Rémi Chayé
340357,"Thriller, Adventure, Animation, Comedy, Fantasy, Science Fiction","StudioCanal, je suis bien content",April and the Extraordinary World,"Franck Ekinci, Christian Desmares"
364116,"Thriller, Horror","Pindrop, Kriti Productions, Fugitive Studios, HireWorks, Lipsync Post",The Other Side of the Door,Johannes Roberts
291870,Comedy,"Lionsgate, Josephson Entertainment, QED International, Ninjas Runnin' Wild Productions, Covert Media, BillBlock Media",Dirty Grandpa,Dan Mazer
333377,Documentary,"PF Pictures, Naked City Films",Requiem for the American Dream,"Kelly Nyks, Peter D. Hutchison, Jared P. Scott"
50124,"Comedy, Romance","Cardinal Pictures, Artisti Associati, Production Group, California Film, C.R.C., P.F.C. 2000",Monella,Tinto Brass
335051,Comedy,Wildside,God Willing,Edoardo Falcone
320302,"Comedy, Romance","Rai Cinema, Apulia Film Commission, Pepito Produzioni",Ever Been to the Moon?,Paolo Genovese
300673,"Action, Drama, History, Thriller","Walt Disney Pictures, Whitaker Entertainment, Bergsten Music, Red Hawk Entertainment",The Finest Hours,Craig Gillespie
18874,"Animation, Action, Thriller, Crime, Science Fiction",Production I.G.,Ghost in the Shell: Stand Alone Complex - Solid State Society,Kenji Kamiyama
360799,"Action, Adventure, Mystery, Science Fiction","Mo Productions, GRLA, TVI General Entertainment",Arrowhead,Jesse O'Brien
35025,Comedy,"ARP Sélection, M6 Films, La Petite Reine",Le Mac,Pascal Bourdiaux
39253,"Romance, Comedy",Bazelevs Production,Lucky Trouble,Levan Gabriadze
334531,Drama,"Paul Schiff Productions, Anthem Productions",My All American,Angelo Pizzo
339408,Drama,"Phantom Four, Mandalay Pictures, Bron Studios, Tiny Giant Entertainment",The Birth of a Nation,Nate Parker
337960,Drama,Goalpost Pictures,Holding the Man,Neil Armfield
332709,Comedy,BiBi Film,I Killed Napoleon,Giorgia Farina
44566,"Comedy, Drama, Music, Romance","Eros Entertainment, Nadiadwala Grandson Entertainment",Anjaana Anjaani,Siddharth Anand
296096,"Drama, Romance","New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer (MGM)",Me Before You,Thea Sharrock
378385,"Action, Drama, War",Universal 1440 Entertainment,Jarhead 3: The Siege,William Kaufman
324289,"Romance, Drama",40 Acres & A Mule Filmworks,Touched with Fire,Paul Dalio
348089,"TV Movie, Music",Paramount Television,Grease Live,"Thomas Kail, Alex Rudzinski"
346651,"Action, Science Fiction, Thriller","New Artists Alliance, Parkside Pictures, Tadross Media Group",Pandemic,John Suits
316000,"Drama, Music","Crescendo Productions, Sobini Films, Bifrost Pictures, Naked City Films",Miles Ahead,Don Cheadle
263341,"Action, Adventure, Drama","The Weinstein Company, Yucaipa Films, Pegasus Taihe Entertainment","Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Woo-ping
146198,"Action, Thriller","Worldview Entertainment, Anonymous Content, MadRiver Pictures, Sierra Pictures, Surefire Capital",Triple 9,John Hillcoat
205584,Fantasy,"Summit Entertainment, Mystery Clock Cinema, Thunder Road Pictures, TIK Films, Pyramania",Gods of Egypt,Alex Proyas
336808,"Adventure, Drama","Caracol Televisión, Buffalo Films, Buffalo Producciones, Nortesur Producciones, Ciudad Lunar Producciones, Dago García Producciones, MC Producciones",Embrace of the Serpent,Ciro Guerra
376869,Drama,"Fox Star Studios, Bling Unplugged",Neerja,Ram Madhvani
323677,"Action, Drama","Forecast Pictures, Solofilms, JoBro Productions & Film Finance, Trinity Race",Race,Stephen Hopkins
333371,"Thriller, Science Fiction, Drama","Paramount Pictures, Bad Robot, Spectrum Effects",10 Cloverfield Lane,Dan Trachtenberg
267860,"Action, Crime, Thriller","Millennium Films, LHF Film, Gerard Butler Alan Siegel Entertainment, Nu Boyana Film Studios",London Has Fallen,Babak Najafi
269149,"Animation, Adventure, Family, Comedy","Walt Disney Pictures, Walt Disney Animation Studios",Zootopia,"Byron Howard, Rich Moore, Jared Bush"
279641,"War, Comedy","Paramount Pictures, Broadway Video, Little Stranger",Whiskey Tango Foxtrot,"Glenn Ficarra, John Requa"
258363,"Thriller, Drama","Itaca Films, CG Cinéma, Esperanto Kino",Desierto,Jonás Cuarón
318850,Drama,Focus Features,The Young Messiah,Cyrus Nowrasteh
378200,"Comedy, Romance","Lionsgate, Jorva Entertainment Productions",The Perfect Match,Bille Woodruff
267193,"Action, Comedy","Columbia Pictures, Village Roadshow Pictures, Big Talk Productions, Sony Pictures Releasing, Sony Pictures Entertainment (SPE), Working Title Films, Blue Sky Films, LStar Capital, Four by Two Films",Grimsby,Louis Leterrier
380565,Thriller,"ARO Entertainment, Odyssey Media, TAJJ Media",Home Invasion,David Tennant
17276,Comedy,"The Rank Organisation, Peter Rogers Productions",Carry On Up the Jungle,Gerald Thomas
24571,Comedy,The Rank Organisation,Carry On Matron,Gerald Thomas
312804,Drama,"BorderLine Films, Relic Pictures",James White,Josh Mond
19252,Comedy,The Rank Organisation,Carry On Abroad,Gerald Thomas
56418,"Comedy, Drama",Elzévir Films,The Source,Radu Mihaileanu
209251,Thriller,Mod Producciones,Cannibal,Manuel Martín Cuenca
73565,"Comedy, Drama, Romance",,Burning Man,Jonathan Teplitzky
348674,"Drama, War","Nordisk Film Production A/S, AZ Celtic Films",A War,Tobias Lindholm
164443,Comedy,Hallmark Hall of Fame Productions,The Makeover,John Gray
92060,"Horror, Music",Optimum Productions,Michael Jackson's Thriller,John Landis
37793,"Music, Horror","Heliopolis, MJJ Productions",Ghosts,Stan Winston
286595,Drama,"Rhône-Alpes Cinéma, France Télévision, Ciné+, Région Rhône-Alpes, Escazal Films, France 3 Cinema, Centre National de la Cinématographie (CNC), Cinémage 8, La Banque Postale Image 7",Marie's Story,Jean-Pierre Améris
360387,"Adventure, Action",ETA films,Blunt Force Trauma,Ken Sanzel
254800,"Music, Drama","FJ Productions, BB Film Productions, Get Lifted Film Company, Mad Horse Films",Breaking Through,John Swetnam
373314,"Drama, Thriller","Lionsgate, Mike and Marty Productions",Misconduct,Shintaro Shimosawa
352162,Drama,Factor RH Producciones,From Afar,Lorenzo Vigas
381353,Comedy,"France 2 Cinéma, The Film, GC Cinema",Rosalie Blum,Julien Rappeneau
329809,"Comedy, Crime, Drama, Romance","Gaumont, Albertine Productions",Courted,Christian Vincent
336199,"Drama, Comedy",La Caméra Deluxe,Macadam Stories,Samuel Benchetrit
337107,Drama,"France 3 Cinéma, DD Productions, SCOPE Invest, LGM Productions, Le Pacte, Canal+, Les films du Worso, Scope Pictures, France Télévisions, Le Tax Shelter du Gouvernement Fédéral de Belgique, Centre National de la Cinématographie (CNC), Cofinova 11, Palatine Étoile 12, Cinéfeel Prod, Cinémage 9, Soficinéma 11",Valley of Love,Guillaume Nicloux
352025,"Comedy, Romance","France 2 Cinéma, Les Films 13, Canal+, Davis Films, JD Prod",Un plus une,Claude Lelouch
329682,"Thriller, Drama, History","France 2 Cinéma, 24 Mai Productions",The Anarchists,Elie Wajeman
330348,Drama,Indigo Film,The Wait,Piero Messina
342281,"Comedy, Romance","France 3 Cinéma, Pan Européenne Production, Versus Production, Radio Télévision Belge Francophone (RTBF), VOO, BE TV",Family For Rent,Jean-Pierre Améris
341392,Comedy,"France 2 Cinéma, The Film, Mars Film",Lolo,Julie Delpy
367215,"Thriller, Documentary",,The Fear of 13,David Sington
299824,"Action, Adventure, Fantasy",Beijing Enlight Pictures,Mojin: The Lost Legend,Wuershan
354251,"Fantasy, Thriller, Horror, Science Fiction",Willowbrook Regent Films,Southbound,"Matt Bettinelli-Olpin, David Bruckner, Patrick Horvath, Tyler Gillett, Justin Martinez, Chad Villella, Radio Silence, Roxanne Benjamin"
324803,"Horror, Thriller",Hiding in the Attic,Hangman,Adam Mason
298584,Horror,"Armory Films, Pelican Point Media, Contend",Cabin Fever,Travis Zariwny
308409,"Drama, Family","Zentropa Entertainments, Det Danske Filminstitut, Danmarks Radio (DR), Topkapi Films, Toolbox Film, Film Väst",The Commune,Thomas Vinterberg
57144,"Comedy, Crime","Les Films Copernic, Pamec Cinematografica",Rob the Bank,Jean Girault
354857,"Comedy, TV Movie, Animation, Science Fiction",Cartoon Network Studios,Regular Show: The Movie,J.G. Quintel
100275,"Horror, Comedy","Det Danske Filminstitut, Téléfilm Canada, Fridthjof Film, Make A Move",Eddie: The Sleepwalking Cannibal,Boris Rodriguez
365222,"Action, Drama, History",Mandarin Films Distribution Co.,Ip Man 3,Wilson Yip
182219,Comedy,UGC,Serial Teachers,Pierre-François Martin-Laval
331354,Comedy,A Contracorriente Films,Requisitos para ser una persona normal,Leticia Dolera
257087,Horror,Blumhouse Productions,The Veil,Phil Joanou
379873,Comedy,Filmauro,L'abbiamo fatta grossa,Carlo Verdone
44239,Animation,Pensylvania Academy of Fine Arts,The Alphabet,David Lynch
303982,Comedy,Conspiração Filmes,Vai Que Cola - O Filme,César Rodrigues
300602,"Comedy, Animation, Adventure","Lightbox Entertainment, 4 Cats Pictures",Capture the Flag,Enrique Gato
371645,"Drama, Adventure, Comedy","Defender Films, Piki Films, Curious Film",Hunt for the Wilderpeople,Taika Waititi
354110,"Western, Drama","Minds Eye Entertainment, Panacea Entertainment, Moving Pictures Media",Forsaken,Jon Cassar
371442,Comedy,Eastside Films,Bad Roomies,Jason Schnell
44351,"Comedy, Drama, Fantasy, Horror",Lynch Films,Rabbits,David Lynch
169865,"Horror, Science Fiction",,The Frankenstein Theory,Andrew Weiner
20182,"Drama, Horror, Science Fiction",dick clark productions,Alien Abduction: Incident in Lake County,Dean Alioto
351981,Animation,Punkrobot,Bear Story,Gabriel Osorio
20294,"Drama, Action, Comedy, Romance",A.G. Films,Welcome,Anees Bazmee
14467,"Drama, Comedy, Romance",PVR Cinemas,Jaane Tu... Ya Jaane Na,Abbas Tyrewala
19624,"Drama, Foreign, Romance","UTV Motion Pictures, Bhandarkar Entertainment",Fashion,Madhur Bhandarkar
14071,"Drama, Comedy, Romance",Dharma Productions,Dostana,Tarun Mansukhani
15974,"Family, Comedy",Eros International,Bhoothnath,Vivek Sharma
52538,"Comedy, Drama",,Mariages !,Valérie Guignabodet
148265,"Romance, Science Fiction","Varahi Chalana Chitram, Suresh Productions",Eega,S.S. Rajamouli
342672,Comedy,"Moving Pictures, Tait Productions, Gravitas Ventures",4th Man Out,Andrew Nackman
276537,"Drama, Documentary, History",,The Last Man on the Moon,Mark Craig
332721,Comedy,DJ Films,Dad's Army,Oliver Parker
4680,"Crime, Drama",Adel Productions,Two Men in Town,José Giovanni
44425,"Action, Comedy, Crime",,Dabangg,Abhinav Kashyap
79836,Comedy,,Il giorno in più,Massimo Venier
53569,"Crime, Drama",,No One Killed Jessica,Raj Kumar Gupta
73582,"Drama, Action, Comedy, Romance","Reliance Entertainment, Reel Life Productions",Bodyguard,Siddique
141679,"Comedy, Drama, Music","Head Gear Films, Bankside Films, Fiesta Productions",Spike Island,Mat Whitecross
382517,"Animation, Comedy, Family, Adventure",Sony Pictures Animation,Open Season: Scared Silly,David Feiss
228355,"Action, Comedy, Drama",,Boss,Anthony D'Souza
177358,"Comedy, Drama",Fox Star Studios,Jolly LLB,Subhash Kapoor
209410,"Comedy, Drama, Romance",Yash Raj Films,Shuddh Desi Romance,Maneesh Sharma
334495,"Documentary, History",,The Barkley Marathons: The Race That Eats Its Young,"Annika Iltis, Timothy James Kane"
280840,Drama,"TVE, Morena Films, Ad Hoc Productions, Backup Media",Ma Ma,Julio Médem
285803,"Drama, Action","Ajay Devgn Films, Reliance Entertainment",Singham Returns,Rohit Shetty
251626,"Comedy, Romance",,"She Smiles, She’s Snared!",Vinil Mathew
259720,"Comedy, Romance, Drama","Nadiadwala Grandsons, Dharma Productions",2 States,Abhishek Varman
